player,nationality,position,team,comp_level,age,birth_year,games,playing_games_starts,playing_minutes,playing_minutes_90s,playing_goals,performance_assists,performance_goals_assists,performance_goals_pens,performance_pens_made,performance_pens_att,performance_cards_yellow,performance_cards_red,performance_xg,expected_npxg,expected_xg_assist,expected_npxg_xg_assist,expected_progressive_carries,progression_progressive_passes,progression_progressive_passes_received,progression_goals_per90,per90_assists_per90,per90_goals_assists_per90,per90_goals_pens_per90,per90_goals_assists_pens_per90,per90_xg_per90,per90_xg_assist_per90,per90_xg_xg_assist_per90,per90_npxg_per90,per90_npxg_xg_assist_per90,per90_matches,minutes_90s,tackles,tackles_tackles_won,tackles_tackles_def_3rd,tackles_tackles_mid_3rd,tackles_tackles_att_3rd,tackles_challenge_tackles,challenges_challenges,challenges_challenge_tackles_pct,challenges_challenges_lost,challenges_blocks,blocks_blocked_shots,blocks_blocked_passes,blocks_interceptions,tackles_interceptions,clearances,errors,sca,sca_sca_per90,sca_sca_passes_live,sca_types_sca_passes_dead,sca_types_sca_take_ons,sca_types_sca_shots,sca_types_sca_fouled,sca_types_sca_defense,sca_types_gca,gca_gca_per90,gca_gca_passes_live,gca_types_gca_passes_dead,gca_types_gca_take_ons,gca_types_gca_shots,gca_types_gca_fouled,gca_types_gca_defense,gca_types_matches,minutes_90s,cards_yellow,performance_cards_yellow_red,performance_fouls,performance_fouled,performance_offsides,performance_crosses,performance_interceptions,performance_tackles_won,performance_pens_won,performance_pens_conceded,performance_own_goals,performance_ball_recoveries,performance_aerials_won,aerials_aerials_lost,aerials_aerials_won_pct,aerials_matches,goals,standard_shots,standard_shots_on_target,standard_shots_on_target_pct,standard_shots_per90,standard_shots_on_target_per90,standard_goals_per_shot,standard_goals_per_shot_on_target,standard_average_shot_distance,standard_shots_free_kicks,standard_pens_made,standard_pens_att,standard_xg,expected_npxg_per_shot,expected_xg_net,expected_npxg_net,expected_matches,minutes_90s,passes_completed,passes_total_passes,passes_total_passes_pct,passes_total_passes_total_distance,passes_total_passes_progressive_distance,passes_total_passes_completed_short,passes_short_passes_short,passes_short_passes_pct_short,passes_short_passes_completed_medium,passes_medium_passes_medium,passes_medium_passes_pct_medium,passes_medium_passes_completed_long,passes_long_passes_long,passes_long_passes_pct_long,passes_long_assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,touches,touches_touches_def_pen_area,touches_touches_def_3rd,touches_touches_mid_3rd,touches_touches_att_3rd,touches_touches_att_pen_area,touches_touches_live_ball,touches_take_ons,take_ons_take_ons_won,take_ons_take_ons_won_pct,take_ons_take_ons_tackled,take_ons_take_ons_tackled_pct,take_ons_carries,carries_carries_distance,carries_carries_progressive_distance,carries_progressive_carries,carries_carries_into_final_third,carries_carries_into_penalty_area,carries_miscontrols,carries_dispossessed,carries_passes_received,receiving_progressive_passes_received,receiving_matches,playing_minutes_per_game,playing_minutes_pct,starts_minutes_per_start,starts_games_complete,starts_games_subs,subs_minutes_per_sub,subs_unused_subs,subs_points_per_game,team_success_on_goals_for,team_success_on_goals_against,team_success_plus_minus,team_success_plus_minus_per90,team_success_plus_minus_wowy,team_success_on_xg_for,xg_team_success_on_xg_against,xg_team_success_xg_plus_minus,xg_team_success_xg_plus_minus_per90,xg_team_success_xg_plus_minus_wowy,xg_team_success_matches,year_of_stat
Amine Gouiri,fr FRA,"FW,MF",Nice,fr Ligue 1,20,2000,34,31,"2,747",30.5,12,7,19,8,4,4,5,0,14.4,11.5,7.1,18.6,87,78,269,0.39,0.23,0.62,0.26,0.49,0.47,0.23,0.70,0.38,0.61,Matches,30.5,31,18,7,16,8,10,41,24.4,31,22,6,16,17,48,23,0,134,4.39,81,16,12,12,10,3,14,0.46,6,3,0,2,2,1,Matches,30.5,5,0,45,36,8,88,17,18,1,0,0,103,20,29,40.8,Matches,12,76,29,38.2,2.49,0.95,0.11,0.28,16.5,7,4,4,14.4,0.15,-2.4,-3.5,Matches,30.5,871,1161,75.0,12918,2182,496,587,84.5,268,344,77.9,59,118,50.0,7,7.1,5.7,-0.1,51,30,37,4,78,1518,29,134,587,816,165,1514,103,52,50.5,51,49.5,914,5563,2780,87,74,42,83,56,1113,269,Matches,81,80.3,86,21,3,26,0,1.41,40,40,0,0.00,+0.40,39.6,44.8,-5.1,-0.17,+0.17,Matches,CURRENT
Lucas Gourna-Douath,fr FRA,MF,Saint-Étienne,fr Ligue 1,16,2003,30,13,"1,327",14.7,0,0,0,0,0,0,8,0,0.5,0.5,0.1,0.6,17,50,6,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,14.7,32,22,18,11,3,15,28,53.6,13,10,0,10,24,56,18,0,15,1.02,10,0,0,0,1,4,2,0.14,2,0,0,0,0,0,Matches,14.7,8,0,35,28,0,3,24,22,0,0,0,113,14,12,53.8,Matches,0,5,1,20.0,0.34,0.07,0.00,0.00,18.3,0,0,0,0.5,0.11,-0.5,-0.5,Matches,14.7,532,611,87.1,8793,2129,248,277,89.5,221,243,90.9,42,56,75.0,0,0.1,0.2,-0.1,2,41,1,0,50,758,32,239,462,70,5,758,13,8,61.5,5,38.5,446,2643,1288,17,13,0,20,16,468,6,Matches,44,38.8,76,6,17,20,7,1.20,19,27,-8,-0.54,-0.37,17.9,22.9,-5.0,-0.34,-0.49,Matches,CURRENT
Jeffrey Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,29,1991,32,32,"2,835",31.5,1,0,1,1,0,0,9,0,0.3,0.3,0.6,0.9,27,131,8,0.03,0.00,0.03,0.03,0.03,0.01,0.02,0.03,0.01,0.03,Matches,31.5,36,20,24,11,1,16,33,48.5,17,37,18,19,69,105,149,2,30,0.95,24,1,0,1,1,3,1,0.03,1,0,0,0,0,0,Matches,31.5,9,0,26,7,3,11,69,20,0,0,1,195,52,55,48.6,Matches,1,7,3,42.9,0.22,0.10,0.14,0.33,22.2,0,0,0,0.3,0.05,+0.7,+0.7,Matches,31.5,1262,1613,78.2,26030,11425,378,437,86.5,695,775,89.7,172,353,48.7,0,0.6,0.9,-0.6,13,120,13,3,131,1974,268,1049,869,82,15,1974,19,13,68.4,6,31.6,1105,7096,3844,27,26,4,25,3,1128,8,Matches,89,92.6,89,31,0,,1,1.13,35,48,-13,-0.41,+1.59,34.2,52.4,-18.3,-0.58,+0.11,Matches,CURRENT
Jonathan Gradit,fr FRA,DF,Lens,fr Ligue 1,27,1992,33,33,"2,823",31.4,0,1,1,0,0,0,9,1,0.0,0.0,0.3,0.4,72,177,11,0.00,0.03,0.03,0.00,0.03,0.00,0.01,0.01,0.00,0.01,Matches,31.4,60,39,26,28,6,22,38,57.9,16,37,19,18,56,116,81,1,29,0.92,23,0,4,0,1,1,2,0.06,2,0,0,0,0,0,Matches,31.4,9,1,51,62,0,4,56,39,0,2,0,149,55,54,50.5,Matches,0,2,0,0.0,0.06,0.00,0.00,,30.3,0,0,0,0.0,0.02,0.0,0.0,Matches,31.4,1509,1740,86.7,30486,9903,477,537,88.8,820,899,91.2,203,272,74.6,1,0.3,0.7,+0.7,7,135,5,2,177,2046,127,688,1290,95,0,2046,48,34,70.8,14,29.2,1315,9003,6332,72,33,1,26,12,1441,11,Matches,86,82.5,86,27,0,,1,1.55,42,40,+2,+0.06,+0.21,47.6,39.9,+7.7,+0.25,-0.04,Matches,CURRENT
Karlan Grant,eng ENG,"FW,MF",West Brom,eng Premier League,22,1997,21,14,"1,127",12.5,1,0,1,1,0,0,1,0,1.8,1.8,0.2,2.0,21,13,69,0.08,0.00,0.08,0.08,0.08,0.15,0.02,0.16,0.15,0.16,Matches,12.5,5,3,3,2,0,2,4,50.0,2,7,0,7,5,10,17,0,15,1.20,11,0,0,3,1,0,2,0.16,1,0,0,1,0,0,Matches,12.5,1,0,9,13,6,14,5,3,0,0,0,27,14,59,19.2,Matches,1,16,9,56.3,1.28,0.72,0.06,0.11,15.7,1,0,0,1.8,0.12,-0.8,-0.8,Matches,12.5,164,234,70.1,1990,336,110,141,78.0,34,45,75.6,6,12,50.0,0,0.2,0.3,-0.2,3,5,5,0,13,354,17,47,140,170,36,354,16,9,56.3,7,43.8,177,1108,384,21,8,8,31,17,238,69,Matches,54,33.0,71,1,7,20,10,0.43,7,26,-19,-1.52,-0.65,8.8,18.8,-10.0,-0.80,+0.07,Matches,CURRENT
Alberto Grassi,it ITA,"MF,DF",Parma,it Serie A,25,1995,23,13,"1,177",13.1,0,0,0,0,0,0,3,0,0.5,0.5,0.4,0.8,13,34,30,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.06,0.04,0.06,Matches,13.1,30,11,14,13,3,8,29,27.6,21,22,9,13,26,56,32,0,15,1.14,9,0,0,1,3,2,0,0.00,0,0,0,0,0,0,Matches,13.1,3,0,16,27,1,11,26,11,0,0,1,63,13,9,59.1,Matches,0,10,3,30.0,0.76,0.23,0.00,0.00,20.8,0,0,0,0.5,0.05,-0.5,-0.5,Matches,13.1,362,461,78.5,5844,1540,176,212,83.0,152,175,86.9,26,45,57.8,0,0.4,0.4,-0.4,3,28,3,0,34,637,48,192,328,124,16,637,14,7,50.0,7,50.0,297,1220,538,13,9,3,24,4,355,30,Matches,51,34.4,77,4,10,18,5,0.65,11,28,-17,-1.30,-0.22,12.9,22.3,-9.4,-0.71,-0.35,Matches,CURRENT
Andrew Gravillon,gp GLP,DF,Lorient,fr Ligue 1,22,1998,26,26,"2,272",25.2,2,2,4,2,0,0,3,1,1.6,1.6,0.7,2.3,16,50,10,0.08,0.08,0.16,0.08,0.16,0.06,0.03,0.09,0.06,0.09,Matches,25.2,26,17,17,9,0,13,28,46.4,15,44,31,13,59,85,118,4,11,0.44,10,1,0,0,0,0,4,0.16,4,0,0,0,0,0,Matches,25.2,3,0,18,36,0,9,59,17,0,2,1,140,53,51,51.0,Matches,2,14,4,28.6,0.55,0.16,0.14,0.50,16.3,1,0,0,1.6,0.11,+0.4,+0.4,Matches,25.2,906,1216,74.5,17053,7311,368,434,84.8,423,497,85.1,106,242,43.8,2,0.7,0.5,+1.3,8,59,8,4,50,1526,193,841,640,50,13,1526,8,7,87.5,1,12.5,822,3587,2051,16,13,1,16,4,887,10,Matches,87,66.4,87,24,0,,4,1.04,30,44,-14,-0.55,-0.24,31.5,38.5,-7.0,-0.28,-0.52,Matches,CURRENT
Demarai Gray,eng ENG,FW,Leicester City,eng Premier League,24,1996,1,0,19,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,3,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.32,0.32,0.32,Matches,0.2,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0.2,0,0,0,0,0,2,0,1,0,0,0,1,0,0,,Matches,0,1,0,0.0,4.74,0.00,0.00,,29.7,1,0,0,0.1,0.07,-0.1,-0.1,Matches,0.2,7,11,63.6,82,3,3,3,100.0,1,1,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,14,0,1,1,12,1,14,1,0,0.0,1,100.0,8,61,25,1,1,0,1,0,10,3,Matches,19,0.6,,0,1,19,0,1.00,1,0,+1,+4.74,+4.29,0.3,0.0,+0.3,+1.37,+1.11,Matches,CURRENT
Demarai Gray,eng ENG,FW,Leverkusen,de Bundesliga,24,1996,10,5,442,4.9,1,2,3,1,0,0,0,0,1.4,1.4,0.9,2.3,27,12,44,0.20,0.41,0.61,0.20,0.61,0.28,0.18,0.46,0.28,0.46,Matches,4.9,3,2,1,2,0,1,1,100.0,0,3,0,3,4,7,3,0,17,3.48,10,4,1,2,0,0,2,0.41,2,0,0,0,0,0,Matches,4.9,0,0,4,5,1,30,4,2,0,0,0,14,0,5,0.0,Matches,1,15,7,46.7,3.05,1.43,0.07,0.14,18.0,0,0,0,1.4,0.09,-0.4,-0.4,Matches,4.9,118,176,67.0,1991,422,65,77,84.4,38,57,66.7,12,30,40.0,2,0.9,0.6,+1.1,9,7,6,1,12,232,4,16,82,136,32,232,16,9,56.3,7,43.8,155,1313,615,27,11,14,13,11,164,44,Matches,44,14.4,67,2,5,21,2,1.00,5,12,-7,-1.43,-2.15,7.6,6.7,+0.9,+0.18,-0.04,Matches,CURRENT
Adrian Grbić,at AUT,FW,Lorient,fr Ligue 1,23,1996,33,9,961,10.7,4,0,4,1,3,3,2,0,6.5,4.1,0.5,4.7,13,10,53,0.37,0.00,0.37,0.09,0.09,0.61,0.05,0.66,0.39,0.44,Matches,10.7,6,4,2,2,2,1,7,14.3,6,6,0,6,5,11,7,0,14,1.31,6,0,0,4,4,0,4,0.37,0,0,0,1,3,0,Matches,10.7,2,0,23,18,1,5,5,4,2,0,0,32,28,41,40.6,Matches,4,31,11,35.5,2.90,1.03,0.03,0.09,19.2,4,3,3,6.5,0.13,-2.5,-3.1,Matches,10.7,126,211,59.7,1459,236,77,114,67.5,28,42,66.7,2,11,18.2,0,0.5,0.2,-0.5,4,9,2,0,10,320,8,28,143,155,40,317,11,2,18.2,9,81.8,180,750,356,13,8,6,25,10,214,53,Matches,29,28.1,64,1,24,16,5,0.94,13,21,-8,-0.75,-0.38,15.4,16.4,-1.0,-0.10,+0.01,Matches,CURRENT
Jack Grealish,eng ENG,"FW,MF",Aston Villa,eng Premier League,24,1995,26,24,"2,185",24.3,6,10,16,6,0,0,6,0,4.6,4.6,7.4,12.0,172,189,212,0.25,0.41,0.66,0.25,0.66,0.19,0.30,0.50,0.19,0.50,Matches,24.3,31,14,8,16,7,15,24,62.5,9,20,3,17,12,43,5,3,169,6.96,121,14,14,5,15,0,20,0.82,17,0,0,0,3,0,Matches,24.3,6,0,40,110,7,76,12,14,2,0,0,125,25,27,48.1,Matches,6,50,17,34.0,2.06,0.70,0.12,0.35,17.0,2,0,0,4.6,0.09,+1.4,+1.4,Matches,24.3,872,1105,78.9,12898,4406,500,572,87.4,267,321,83.2,58,110,52.7,10,7.4,6.5,+2.6,81,91,69,3,189,1376,19,121,510,775,155,1376,101,65,64.4,36,35.6,926,7716,4643,172,98,79,55,39,1017,212,Matches,84,63.9,89,22,2,23,0,1.65,40,28,+12,+0.49,+0.71,36.3,33.4,+2.9,+0.12,+0.23,Matches,CURRENT
Etienne Green,eng ENG,GK,Saint-Étienne,fr Ligue 1,20,2000,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,8.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,1,0.12,1,0,0,0,0,0,1,0.12,1,0,0,0,0,0,Matches,8.0,0,0,2,1,0,0,0,0,0,2,0,8,1,1,50.0,Matches,0,0,0,,0.00,0.00,,,,0,0,0,0.0,,0.0,0.0,Matches,8.0,135,219,61.6,4516,3632,22,22,100.0,54,54,100.0,59,142,41.5,0,0.0,0.0,0.0,0,2,0,0,0,243,213,242,1,0,0,243,0,0,,0,,104,539,330,0,0,0,0,0,67,0,Matches,90,21.1,90,8,0,,3,1.63,12,8,+4,+0.50,+1.03,12.8,12.6,+0.1,+0.02,+0.07,Matches,CURRENT
Mason Greenwood,eng ENG,FW,Manchester Utd,eng Premier League,18,2001,31,21,"1,822",20.2,7,2,9,7,0,0,2,0,6.0,6.0,2.2,8.2,67,52,175,0.35,0.10,0.44,0.35,0.44,0.29,0.11,0.40,0.29,0.40,Matches,20.2,13,10,6,4,3,5,22,22.7,17,9,0,9,5,18,1,0,50,2.47,30,1,6,8,5,0,5,0.25,3,0,1,1,0,0,Matches,20.2,2,0,17,20,4,30,5,10,0,0,0,79,6,14,30.0,Matches,7,67,23,34.3,3.31,1.14,0.10,0.30,16.8,0,0,0,6.0,0.09,+1.0,+1.0,Matches,20.2,614,747,82.2,8841,1423,370,417,88.7,175,203,86.2,39,62,62.9,2,2.2,2.3,-0.2,14,22,21,3,52,960,4,93,387,492,100,960,66,36,54.5,30,45.5,670,4542,2186,67,37,35,35,29,816,175,Matches,59,53.3,78,7,10,19,4,1.77,39,23,+16,+0.79,+0.06,32.1,23.9,+8.2,+0.41,-0.17,Matches,CURRENT
Michael Gregoritsch,at AUT,"FW,MF",Augsburg,de Bundesliga,26,1994,24,9,835,9.3,1,2,3,1,0,0,1,0,1.5,1.5,1.5,3.0,12,26,48,0.11,0.22,0.32,0.11,0.32,0.16,0.16,0.32,0.16,0.32,Matches,9.3,13,10,6,7,0,3,10,30.0,7,2,0,2,3,16,17,0,13,1.40,8,1,2,0,2,0,4,0.43,3,0,0,0,1,0,Matches,9.3,1,0,12,15,4,15,3,10,0,0,0,37,26,38,40.6,Matches,1,12,3,25.0,1.29,0.32,0.08,0.33,19.8,0,0,0,1.5,0.12,-0.5,-0.5,Matches,9.3,166,267,62.2,2563,685,93,126,73.8,53,76,69.7,13,37,35.1,2,1.5,1.2,+0.5,5,20,8,3,26,373,19,66,203,109,18,373,19,10,52.6,9,47.4,187,903,372,12,10,0,21,14,268,48,Matches,35,27.3,67,1,15,16,7,1.29,10,17,-7,-0.75,-0.31,9.1,16.6,-7.5,-0.81,-0.30,Matches,CURRENT
Clément Grenier,fr FRA,"MF,FW",Rennes,fr Ligue 1,29,1991,23,12,"1,078",12.0,4,3,7,3,1,1,3,0,2.6,1.8,2.2,4.0,17,90,63,0.33,0.25,0.58,0.25,0.50,0.22,0.19,0.40,0.15,0.34,Matches,12.0,20,8,9,8,3,7,31,22.6,24,7,0,7,5,25,3,0,53,4.43,33,15,1,2,2,0,8,0.67,6,1,0,0,1,0,Matches,12.0,3,0,28,15,0,56,5,8,0,0,0,63,8,12,40.0,Matches,4,26,8,30.8,2.17,0.67,0.12,0.38,24.5,8,1,1,2.6,0.07,+1.4,+1.2,Matches,12.0,717,905,79.2,11958,2984,387,440,88.0,226,272,83.1,82,138,59.4,3,2.2,2.0,+0.8,25,73,8,1,90,1010,3,97,573,344,25,1009,18,9,50.0,9,50.0,557,2205,1029,17,23,1,20,9,771,63,Matches,47,31.5,73,2,11,18,4,1.57,15,7,+8,+0.67,+0.51,11.5,12.8,-1.3,-0.11,-0.54,Matches,CURRENT
Sebastian Griesbeck,de GER,MF,Union Berlin,de Bundesliga,29,1990,24,8,890,9.9,0,0,0,0,0,0,3,0,0.5,0.5,0.0,0.5,3,20,24,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches,9.9,20,9,8,11,1,8,19,42.1,11,13,3,10,5,25,8,0,6,0.61,3,0,1,0,2,0,1,0.10,0,0,0,0,1,0,Matches,9.9,3,0,16,7,3,4,5,9,1,0,0,46,15,20,42.9,Matches,0,4,1,25.0,0.40,0.10,0.00,0.00,14.8,0,0,0,0.5,0.13,-0.5,-0.5,Matches,9.9,165,231,71.4,2480,741,85,112,75.9,63,81,77.8,9,17,52.9,0,0.0,0.6,0.0,0,17,4,1,20,316,10,63,189,67,11,316,4,1,25.0,3,75.0,130,515,213,3,4,0,11,7,167,24,Matches,37,29.1,77,2,16,17,10,1.58,12,17,-5,-0.51,-1.00,11.9,14.7,-2.7,-0.27,-0.56,Matches,CURRENT
Antoine Griezmann,fr FRA,"FW,MF",Barcelona,es La Liga,29,1991,36,32,"2,604",28.9,13,7,20,12,1,2,4,0,12.1,10.5,5.6,16.1,41,104,224,0.45,0.24,0.69,0.41,0.66,0.42,0.19,0.61,0.36,0.56,Matches,28.9,37,22,10,18,9,12,40,30.0,28,20,1,19,12,49,11,0,95,3.28,80,4,6,2,3,0,11,0.38,8,1,1,0,1,0,Matches,28.9,4,0,13,34,13,22,12,22,2,0,0,100,18,17,51.4,Matches,13,69,32,46.4,2.38,1.11,0.17,0.38,14.7,0,1,2,12.1,0.15,+0.9,+1.5,Matches,28.9,1168,1352,86.4,15333,2573,720,791,91.0,287,327,87.8,64,77,83.1,7,5.6,5.6,+1.4,42,59,31,3,104,1585,23,134,616,846,173,1583,37,26,70.3,11,29.7,907,4066,1742,41,47,12,34,23,1278,224,Matches,72,76.1,79,12,4,20,2,2.03,66,31,+35,+1.21,-0.11,54.3,30.8,+23.5,+0.81,-0.20,Matches,CURRENT
Vincenzo Grifo,it ITA,"MF,FW",Freiburg,de Bundesliga,27,1993,31,27,"2,313",25.7,9,10,19,5,4,4,2,0,8.1,4.9,7.1,12.0,68,135,153,0.35,0.39,0.74,0.19,0.58,0.31,0.27,0.59,0.19,0.47,Matches,25.7,18,7,6,7,5,14,34,41.2,20,13,0,13,27,45,18,1,127,4.94,76,34,4,8,5,0,17,0.66,11,3,1,1,1,0,Matches,25.7,2,0,11,18,2,134,27,7,0,0,0,135,12,13,48.0,Matches,9,54,23,42.6,2.10,0.89,0.09,0.22,20.7,7,4,4,8.1,0.09,+0.9,+0.1,Matches,25.7,838,1148,73.0,15258,4435,372,432,86.1,306,407,75.2,121,221,54.8,10,7.1,5.9,+2.9,65,79,33,5,135,1397,18,186,627,603,69,1393,57,31,54.4,26,45.6,815,4630,2181,68,56,22,58,34,954,153,Matches,75,75.6,81,8,4,33,1,1.35,44,40,+4,+0.16,+0.64,36.0,39.2,-3.2,-0.12,+0.32,Matches,CURRENT
Lennart Grill,de GER,GK,Leverkusen,de Bundesliga,21,1999,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,1,0.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4.0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,,Matches,0,0,0,,0.00,0.00,,,,0,0,0,0.0,,0.0,0.0,Matches,4.0,141,161,87.6,3001,2094,30,30,100.0,94,97,96.9,16,33,48.5,0,0.0,0.0,0.0,0,1,0,0,0,172,144,170,2,0,0,172,0,0,,0,,92,401,202,0,0,0,0,0,100,0,Matches,90,11.8,90,4,0,,16,0.75,3,7,-4,-1.00,-1.60,6.9,5.5,+1.3,+0.33,+0.14,Matches,CURRENT
Florian Grillitsch,at AUT,"MF,DF",Hoffenheim,de Bundesliga,24,1995,26,22,"1,879",20.9,2,1,3,2,0,0,6,1,2.5,2.5,1.6,4.2,29,160,43,0.10,0.05,0.14,0.10,0.14,0.12,0.08,0.20,0.12,0.20,Matches,20.9,37,21,21,13,3,19,52,36.5,33,38,7,31,51,88,47,1,56,2.68,47,1,2,2,2,2,7,0.34,5,0,1,0,1,0,Matches,20.9,6,1,30,30,0,12,51,21,1,1,0,181,30,30,50.0,Matches,2,20,9,45.0,0.96,0.43,0.10,0.22,19.8,0,0,0,2.5,0.13,-0.5,-0.5,Matches,20.9,1228,1427,86.1,24525,8411,432,484,89.3,579,634,91.3,188,241,78.0,1,1.6,2.9,-0.6,16,121,29,3,160,1662,106,511,927,245,23,1662,21,17,81.0,4,19.0,994,5491,2913,29,33,5,19,15,1081,43,Matches,72,61.4,83,15,4,15,0,1.23,33,30,+3,+0.14,+0.52,32.5,30.1,+2.3,+0.11,+0.38,Matches,CURRENT
Christian Groß,de GER,"MF,DF",Werder Bremen,de Bundesliga,31,1989,23,17,"1,468",16.3,0,1,1,0,0,0,8,1,0.3,0.3,0.6,1.0,14,55,9,0.00,0.06,0.06,0.00,0.06,0.02,0.04,0.06,0.02,0.06,Matches,16.3,44,28,17,25,2,15,37,40.5,22,12,2,10,24,68,37,0,17,1.04,15,0,1,1,0,0,1,0.06,1,0,0,0,0,0,Matches,16.3,8,1,25,16,0,2,24,28,0,0,0,121,16,15,51.6,Matches,0,7,1,14.3,0.43,0.06,0.00,0.00,20.1,0,0,0,0.3,0.05,-0.3,-0.3,Matches,16.3,739,870,84.9,12755,3903,335,367,91.3,339,389,87.1,57,88,64.8,1,0.6,0.3,+0.4,6,45,2,0,55,1030,78,436,555,51,6,1030,12,10,83.3,2,16.7,615,3161,1615,14,9,1,11,7,635,9,Matches,64,48.0,84,9,6,6,3,0.96,13,31,-18,-1.10,-0.93,14.0,26.3,-12.3,-0.75,-0.30,Matches,CURRENT
Pascal Groß,de GER,"MF,DF",Brighton,eng Premier League,29,1991,34,27,"2,484",27.6,3,8,11,0,3,4,3,0,4.9,1.7,5.2,6.9,57,165,168,0.11,0.29,0.40,0.00,0.29,0.18,0.19,0.36,0.06,0.25,Matches,27.6,45,24,24,15,6,24,53,45.3,29,25,4,21,23,68,18,1,126,4.56,74,44,1,4,3,0,10,0.36,7,3,0,0,0,0,Matches,27.6,3,0,19,16,5,219,23,24,1,0,0,149,22,43,33.8,Matches,3,28,4,14.3,1.01,0.14,0.00,0.00,22.2,6,3,4,4.9,0.06,-1.9,-1.7,Matches,27.6,1281,1705,75.1,23250,6784,557,653,85.3,499,600,83.2,178,345,51.6,8,5.2,5.1,+2.8,70,102,46,17,165,1915,43,339,882,704,65,1911,20,9,45.0,11,55.0,1011,4586,2013,57,48,5,35,17,1260,168,Matches,73,72.6,89,24,7,13,4,1.06,27,28,-1,-0.04,+0.44,36.1,24.3,+11.8,+0.43,+0.07,Matches,CURRENT
Kamil Grosicki,pl POL,"MF,FW",West Brom,eng Premier League,32,1988,3,2,148,1.6,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.4,7,4,12,0.00,0.61,0.61,0.00,0.61,0.07,0.19,0.26,0.07,0.26,Matches,1.6,2,1,2,0,0,2,8,25.0,6,1,0,1,2,4,1,0,4,2.43,3,0,0,1,0,0,2,1.22,2,0,0,0,0,0,Matches,1.6,0,0,1,0,0,5,2,1,0,0,0,6,0,2,0.0,Matches,0,3,0,0.0,1.82,0.00,0.00,,22.7,0,0,0,0.1,0.04,-0.1,-0.1,Matches,1.6,30,45,66.7,455,110,14,18,77.8,12,15,80.0,2,9,22.2,1,0.3,0.1,+0.7,3,3,1,0,4,60,1,9,18,33,2,60,1,0,0.0,1,100.0,39,295,133,7,1,1,2,1,37,12,Matches,49,4.3,69,0,1,11,7,1.00,4,5,-1,-0.61,+0.49,2.5,3.1,-0.6,-0.34,+0.52,Matches,CURRENT
Ilia Gruev,bg BUL,FW,Werder Bremen,de Bundesliga,20,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches,0,0,0,,0.00,0.00,,,,0,0,0,0.0,,0.0,0.0,Matches,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches,1,0.0,,0,1,1,9,3.00,0,0,0,0.00,+0.62,0.0,0.0,0.0,0.00,+0.60,Matches,CURRENT
