player,nationality,position,team,comp_level,age,birth_year,games,playing_games_starts,playing_minutes,playing_minutes_90s,playing_goals,performance_assists,performance_goals_assists,performance_goals_pens,performance_pens_made,performance_pens_att,performance_cards_yellow,performance_cards_red,performance_xg,expected_npxg,expected_xg_assist,expected_npxg_xg_assist,expected_progressive_carries,progression_progressive_passes,progression_progressive_passes_received,progression_goals_per90,per90_assists_per90,per90_goals_assists_per90,per90_goals_pens_per90,per90_goals_assists_pens_per90,per90_xg_per90,per90_xg_assist_per90,per90_xg_xg_assist_per90,per90_npxg_per90,per90_npxg_xg_assist_per90,per90_matches,minutes_90s,tackles,tackles_tackles_won,tackles_tackles_def_3rd,tackles_tackles_mid_3rd,tackles_tackles_att_3rd,tackles_challenge_tackles,challenges_challenges,challenges_challenge_tackles_pct,challenges_challenges_lost,challenges_blocks,blocks_blocked_shots,blocks_blocked_passes,blocks_interceptions,tackles_interceptions,clearances,errors,sca,sca_sca_per90,sca_sca_passes_live,sca_types_sca_passes_dead,sca_types_sca_take_ons,sca_types_sca_shots,sca_types_sca_fouled,sca_types_sca_defense,sca_types_gca,gca_gca_per90,gca_gca_passes_live,gca_types_gca_passes_dead,gca_types_gca_take_ons,gca_types_gca_shots,gca_types_gca_fouled,gca_types_gca_defense,gca_types_matches,minutes_90s,cards_yellow,performance_cards_yellow_red,performance_fouls,performance_fouled,performance_offsides,performance_crosses,performance_interceptions,performance_tackles_won,performance_pens_won,performance_pens_conceded,performance_own_goals,performance_ball_recoveries,performance_aerials_won,aerials_aerials_lost,aerials_aerials_won_pct,aerials_matches,goals,standard_shots,standard_shots_on_target,standard_shots_on_target_pct,standard_shots_per90,standard_shots_on_target_per90,standard_goals_per_shot,standard_goals_per_shot_on_target,standard_average_shot_distance,standard_shots_free_kicks,standard_pens_made,standard_pens_att,standard_xg,expected_npxg_per_shot,expected_xg_net,expected_npxg_net,expected_matches,minutes_90s,passes_completed,passes_total_passes,passes_total_passes_pct,passes_total_passes_total_distance,passes_total_passes_progressive_distance,passes_total_passes_completed_short,passes_short_passes_short,passes_short_passes_pct_short,passes_short_passes_completed_medium,passes_medium_passes_medium,passes_medium_passes_pct_medium,passes_medium_passes_completed_long,passes_long_passes_long,passes_long_passes_pct_long,passes_long_assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,touches,touches_touches_def_pen_area,touches_touches_def_3rd,touches_touches_mid_3rd,touches_touches_att_3rd,touches_touches_att_pen_area,touches_touches_live_ball,touches_take_ons,take_ons_take_ons_won,take_ons_take_ons_won_pct,take_ons_take_ons_tackled,take_ons_take_ons_tackled_pct,take_ons_carries,carries_carries_distance,carries_carries_progressive_distance,carries_progressive_carries,carries_carries_into_final_third,carries_carries_into_penalty_area,carries_miscontrols,carries_dispossessed,carries_passes_received,receiving_progressive_passes_received,receiving_matches,playing_minutes_per_game,playing_minutes_pct,starts_minutes_per_start,starts_games_complete,starts_games_subs,subs_minutes_per_sub,subs_unused_subs,subs_points_per_game,team_success_on_goals_for,team_success_on_goals_against,team_success_plus_minus,team_success_plus_minus_per90,team_success_plus_minus_wowy,team_success_on_xg_for,xg_team_success_on_xg_against,xg_team_success_xg_plus_minus,xg_team_success_xg_plus_minus_per90,xg_team_success_xg_plus_minus_wowy,xg_team_success_matches,year_of_stat
Carlos Gruezo,ec ECU,MF,Augsburg,de Bundesliga,25,1995,28,23,"2,084",23.2,0,0,0,0,0,0,4,0,0.4,0.4,0.5,0.9,5,79,8,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches,23.2,57,32,20,32,5,20,52,38.5,32,32,5,27,35,92,29,1,26,1.12,20,0,4,0,1,1,1,0.04,1,0,0,0,0,0,Matches,23.2,4,0,35,12,0,2,35,32,0,0,0,154,6,24,20.0,Matches,0,16,0,0.0,0.69,0.00,0.00,,28.7,0,0,0,0.4,0.02,-0.4,-0.4,Matches,23.2,629,791,79.5,12285,3446,233,270,86.3,291,335,86.9,94,147,63.9,0,0.5,0.5,-0.5,8,57,6,1,79,1020,51,308,618,104,1,1020,12,12,100.0,0,0.0,503,1991,739,5,11,0,29,10,531,8,Matches,74,68.1,84,11,5,29,3,1.00,24,41,-17,-0.73,-0.64,24.4,38.8,-14.4,-0.62,-0.10,Matches,CURRENT
Vicente Guaita,es ESP,GK,Crystal Palace,eng Premier League,33,1987,37,37,"3,330",37.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,37.0,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,11,1,2,0.05,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,37.0,2,0,0,6,0,0,1,1,0,0,0,26,9,1,90.0,Matches,0,0,0,,0.00,0.00,,,,0,0,0,0.0,,0.0,0.0,Matches,37.0,610,1081,56.4,20832,16995,97,98,99.0,208,215,96.7,300,759,39.5,0,0.0,0.0,0.0,0,12,0,0,0,1152,986,1150,2,0,0,1152,0,0,,0,,548,3364,2288,0,0,0,0,0,388,0,Matches,90,97.4,90,37,0,,1,1.11,38,64,-26,-0.70,-1.70,32.2,56.9,-24.7,-0.67,-1.17,Matches,CURRENT
Andrés Guardado,mx MEX,MF,Betis,es La Liga,33,1986,24,17,"1,318",14.6,1,0,1,1,0,0,4,0,0.3,0.3,0.3,0.7,26,88,27,0.07,0.00,0.07,0.07,0.07,0.02,0.02,0.05,0.02,0.05,Matches,14.6,25,12,10,11,4,10,25,40.0,15,13,3,10,18,43,19,0,26,1.78,25,0,0,0,0,1,1,0.07,1,0,0,0,0,0,Matches,14.6,4,0,21,10,0,7,18,12,0,0,0,118,23,23,50.0,Matches,1,11,5,45.5,0.75,0.34,0.09,0.20,24.3,0,0,0,0.3,0.03,+0.7,+0.7,Matches,14.6,654,787,83.1,11841,2977,290,324,89.5,267,301,88.7,76,116,65.5,0,0.3,0.5,-0.3,8,70,10,1,88,901,25,176,580,159,7,901,16,13,81.3,3,18.8,514,2628,1442,26,26,3,15,11,606,27,Matches,55,38.5,73,5,7,12,1,1.88,12,20,-8,-0.55,-0.89,17.4,14.8,+2.5,+0.17,+0.19,Matches,CURRENT
Sergi Guardiola,es ESP,FW,Valladolid,es La Liga,29,1991,29,19,"1,795",19.9,1,2,3,0,1,2,5,0,4.6,3.1,2.0,5.1,37,34,126,0.05,0.10,0.15,0.00,0.10,0.23,0.10,0.33,0.15,0.25,Matches,19.9,11,5,1,5,5,2,27,7.4,25,12,1,11,7,18,16,3,30,1.50,22,0,2,2,3,1,5,0.25,3,0,1,0,1,0,Matches,19.9,5,0,39,40,12,29,7,5,1,0,0,59,57,95,37.5,Matches,1,34,8,23.5,1.70,0.40,0.00,0.00,16.9,1,1,2,4.6,0.09,-3.6,-3.1,Matches,19.9,343,532,64.5,4691,1003,219,303,72.3,66,101,65.3,28,47,59.6,2,2.0,1.8,0.0,11,19,9,3,34,751,20,61,305,392,66,749,46,25,54.3,21,45.7,420,2020,790,37,21,13,61,41,586,126,Matches,62,52.5,84,12,10,21,4,0.86,21,22,-1,-0.05,+1.17,21.7,24.4,-2.7,-0.13,+0.43,Matches,CURRENT
Nemanja Gudelj,rs SRB,"MF,DF",Sevilla,es La Liga,28,1991,30,10,"1,041",11.6,0,0,0,0,0,0,8,0,0.3,0.3,0.0,0.3,4,26,3,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.03,Matches,11.6,23,12,16,5,2,4,10,40.0,6,10,6,4,24,47,24,2,6,0.52,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,11.6,8,0,21,9,0,2,24,12,0,0,0,48,14,19,42.4,Matches,0,9,1,11.1,0.78,0.09,0.00,0.00,29.2,3,0,0,0.3,0.03,-0.3,-0.3,Matches,11.6,731,788,92.8,12997,3297,286,301,95.0,378,394,95.9,48,63,76.2,0,0.0,0.2,0.0,2,31,2,0,26,901,48,324,526,58,2,901,3,3,100.0,0,0.0,559,2914,1264,4,9,0,9,2,678,3,Matches,35,30.4,80,7,20,12,7,2.17,10,13,-3,-0.26,-1.13,13.8,14.2,-0.4,-0.03,-0.79,Matches,CURRENT
Gonçalo Guedes,pt POR,"MF,FW",Valencia,es La Liga,23,1996,31,27,"2,287",25.4,5,5,10,5,0,0,3,1,3.7,3.7,4.0,7.7,111,115,154,0.20,0.20,0.39,0.20,0.39,0.15,0.16,0.30,0.15,0.30,Matches,25.4,18,12,8,7,3,10,45,22.2,35,24,1,23,8,26,7,0,97,3.81,61,1,13,5,17,0,16,0.63,13,0,1,1,1,0,Matches,25.4,3,0,29,68,4,48,8,12,0,0,0,94,8,17,32.0,Matches,5,51,15,29.4,2.01,0.59,0.10,0.33,22.0,3,0,0,3.7,0.07,+1.3,+1.3,Matches,25.4,571,801,71.3,9330,2706,312,377,82.8,185,244,75.8,55,93,59.1,5,4.0,3.3,+1.0,34,46,50,8,115,1068,16,126,423,541,76,1068,97,66,68.0,31,32.0,756,5852,3193,111,86,34,53,50,837,154,Matches,74,66.9,80,11,4,29,5,0.94,32,35,-3,-0.12,-0.12,28.3,35.0,-6.7,-0.26,-0.03,Matches,CURRENT
Mattéo Guendouzi,fr FRA,MF,Hertha BSC,de Bundesliga,21,1999,24,19,"1,818",20.2,2,1,3,2,0,0,5,0,1.0,1.0,1.6,2.6,40,125,61,0.10,0.05,0.15,0.10,0.15,0.05,0.08,0.13,0.05,0.13,Matches,20.2,24,13,10,12,2,9,25,36.0,16,15,4,11,21,45,24,1,44,2.18,32,3,2,2,5,0,4,0.20,1,0,1,0,2,0,Matches,20.2,5,0,23,47,0,10,21,13,2,0,0,121,14,15,48.3,Matches,2,17,9,52.9,0.84,0.45,0.12,0.22,19.2,0,0,0,1.0,0.06,+1.0,+1.0,Matches,20.2,859,1004,85.6,15970,4495,334,368,90.8,402,437,92.0,107,143,74.8,1,1.6,1.3,-0.6,17,85,19,0,125,1185,36,208,752,239,28,1185,39,23,59.0,16,41.0,782,4879,2363,40,22,8,29,27,861,61,Matches,76,59.4,87,16,5,35,0,1.13,27,29,-2,-0.10,+0.55,28.7,25.8,+2.8,+0.14,+0.75,Matches,CURRENT
Raphaël Guerreiro,pt POR,DF,Dortmund,de Bundesliga,26,1993,27,25,"2,218",24.6,5,10,15,5,0,0,1,0,3.8,3.8,7.4,11.2,86,243,169,0.20,0.41,0.61,0.20,0.61,0.15,0.30,0.45,0.15,0.45,Matches,24.6,30,13,14,8,8,16,31,51.6,15,21,4,17,28,58,31,1,97,3.94,83,7,3,1,3,0,15,0.61,13,1,0,1,0,0,Matches,24.6,1,0,10,12,2,70,28,13,0,0,0,174,6,17,26.1,Matches,5,37,15,40.5,1.50,0.61,0.14,0.33,20.0,3,0,0,3.8,0.10,+1.2,+1.2,Matches,24.6,1841,2151,85.6,27469,10173,1054,1151,91.6,613,704,87.1,112,172,65.1,10,7.4,8.7,+2.6,55,188,56,10,243,2384,61,489,1153,754,94,2384,48,32,66.7,16,33.3,1419,6892,4115,86,59,17,40,19,1733,169,Matches,82,72.5,87,19,2,16,1,1.96,58,34,+24,+0.97,+0.44,50.4,29.6,+20.8,+0.84,+0.43,Matches,CURRENT
Evann Guessand,fr FRA,FW,Nice,fr Ligue 1,19,2001,3,0,29,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,2,2,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.18,0.18,0.18,Matches,0.3,0,0,0,0,0,0,1,0.0,1,1,1,0,1,1,1,0,1,3.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0.3,0,0,0,0,0,0,1,0,0,0,0,1,1,2,33.3,Matches,0,1,1,100.0,3.10,3.10,0.00,0.00,9.8,0,0,0,0.1,0.06,-0.1,-0.1,Matches,0.3,2,4,50.0,58,7,0,1,0.0,1,2,50.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,2,8,3,3,1,4,2,8,1,1,100.0,0,0.0,4,36,23,1,0,1,0,0,4,2,Matches,10,0.8,,0,3,10,1,1.33,0,0,0,0.00,+0.08,0.4,0.4,0.0,-0.04,+0.16,Matches,CURRENT
Kelyan Guessoum,fr FRA,DF,Nîmes,fr Ligue 1,21,1999,15,11,"1,128",12.5,0,0,0,0,0,0,2,0,0.5,0.5,0.2,0.6,4,24,1,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,12.5,13,7,11,1,1,11,16,68.8,5,8,6,2,24,37,51,0,4,0.32,1,0,0,1,1,1,1,0.08,0,0,0,0,1,0,Matches,12.5,2,0,6,13,0,0,24,7,1,0,0,36,16,12,57.1,Matches,0,6,1,16.7,0.48,0.08,0.00,0.00,11.6,0,0,0,0.5,0.08,-0.5,-0.5,Matches,12.5,505,573,88.1,10583,2516,112,125,89.6,333,356,93.5,58,84,69.0,0,0.2,0.1,-0.2,1,13,2,0,24,686,68,381,295,14,7,686,1,1,100.0,0,0.0,443,2350,1311,4,3,0,3,1,463,1,Matches,75,33.0,88,10,4,39,8,1.00,14,19,-5,-0.40,+0.62,14.9,16.8,-1.9,-0.15,+0.59,Matches,CURRENT
Ander Guevara,es ESP,MF,Real Sociedad,es La Liga,23,1997,31,25,"2,081",23.1,1,1,2,1,0,0,5,0,0.4,0.4,0.7,1.1,31,140,21,0.04,0.04,0.09,0.04,0.09,0.02,0.03,0.05,0.02,0.05,Matches,23.1,35,23,15,16,4,15,30,50.0,15,19,5,14,25,60,35,1,36,1.56,33,0,1,1,0,1,4,0.17,3,0,0,1,0,0,Matches,23.1,5,0,30,14,0,3,25,23,0,0,0,170,26,26,50.0,Matches,1,9,2,22.2,0.39,0.09,0.11,0.50,22.1,0,0,0,0.4,0.05,+0.6,+0.6,Matches,23.1,1175,1423,82.6,20240,5719,537,621,86.5,483,562,85.9,123,167,73.7,1,0.7,1.0,+0.3,14,109,9,1,140,1614,67,377,1028,220,11,1614,16,14,87.5,2,12.5,950,5012,2639,31,24,1,30,21,1123,21,Matches,67,60.8,79,13,6,18,7,1.68,33,27,+6,+0.26,-0.75,34.6,28.9,+5.7,+0.25,-0.82,Matches,CURRENT
Lamine Gueye,sn SEN,"FW,MF",Metz,fr Ligue 1,22,1998,26,19,"1,454",16.2,3,2,5,3,0,0,1,0,4.6,4.6,2.3,6.9,42,30,142,0.19,0.12,0.31,0.19,0.31,0.29,0.14,0.43,0.29,0.43,Matches,16.2,18,9,4,11,3,7,24,29.2,17,7,2,5,21,39,5,0,42,2.60,22,8,3,6,2,1,3,0.19,2,0,0,1,0,0,Matches,16.2,1,0,12,37,9,69,21,9,0,0,0,67,26,42,38.2,Matches,3,41,16,39.0,2.54,0.99,0.07,0.19,16.7,0,0,0,4.6,0.11,-1.6,-1.6,Matches,16.2,341,499,68.3,4686,1093,217,266,81.6,84,135,62.2,19,46,41.3,2,2.3,1.7,-0.3,19,16,8,4,30,705,5,93,304,323,60,705,26,15,57.7,11,42.3,452,2599,1079,42,31,15,61,30,530,142,Matches,56,42.5,68,2,7,23,4,1.35,14,22,-8,-0.50,-0.68,18.8,21.3,-2.5,-0.15,-0.03,Matches,CURRENT
Pape Gueye,sn SEN,MF,Marseille,fr Ligue 1,21,1999,32,22,"2,058",22.9,2,0,2,2,0,0,11,1,1.2,1.2,0.9,2.1,16,130,29,0.09,0.00,0.09,0.09,0.09,0.05,0.04,0.09,0.05,0.09,Matches,22.9,49,21,25,19,5,15,45,33.3,30,25,6,19,47,96,34,0,38,1.66,32,0,0,2,2,2,4,0.17,3,0,0,1,0,0,Matches,22.9,11,1,47,46,0,9,47,21,0,0,0,162,46,39,54.1,Matches,2,17,4,23.5,0.74,0.17,0.12,0.50,23.8,0,0,0,1.2,0.07,+0.8,+0.8,Matches,22.9,1159,1389,83.4,19684,5028,562,631,89.1,473,529,89.4,98,160,61.3,0,0.9,0.7,-0.9,6,126,8,2,130,1643,47,330,1140,184,9,1643,12,7,58.3,5,41.7,1003,4452,2197,16,16,1,33,17,1155,29,Matches,64,60.2,79,15,10,33,2,1.56,33,32,+1,+0.04,-0.35,29.2,30.5,-1.3,-0.06,-0.12,Matches,CURRENT
John Guidetti,se SWE,FW,Alavés,es La Liga,28,1992,10,1,208,2.3,1,0,1,1,0,0,1,0,0.8,0.8,0.0,0.8,1,5,9,0.43,0.00,0.43,0.43,0.43,0.36,0.01,0.37,0.36,0.37,Matches,2.3,2,2,0,2,0,0,2,0.0,2,0,0,0,1,3,2,0,8,3.48,7,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,2.3,1,0,7,2,1,6,1,2,0,0,0,7,4,4,50.0,Matches,1,5,1,20.0,2.16,0.43,0.20,1.00,13.7,0,0,0,0.8,0.16,+0.2,+0.2,Matches,2.3,49,73,67.1,675,180,28,35,80.0,10,18,55.6,4,9,44.4,0,0.0,0.0,0.0,1,7,0,0,5,86,2,5,45,36,9,86,0,0,,0,,45,147,50,1,1,0,5,2,68,9,Matches,21,6.1,77,0,9,15,23,0.80,2,5,-3,-1.30,-0.79,2.0,4.5,-2.4,-1.06,-0.92,Matches,CURRENT
Josuha Guilavogui,fr FRA,"MF,DF",Wolfsburg,de Bundesliga,29,1990,20,7,747,8.3,0,1,1,0,0,0,3,0,0.4,0.4,0.7,1.0,2,39,7,0.00,0.12,0.12,0.00,0.12,0.05,0.08,0.12,0.05,0.12,Matches,8.3,17,9,9,8,0,5,12,41.7,7,12,5,7,29,46,25,0,14,1.69,13,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,8.3,3,0,16,4,0,2,29,9,0,0,0,66,22,13,62.9,Matches,0,5,0,0.0,0.60,0.00,0.00,,17.0,0,0,0,0.4,0.07,-0.4,-0.4,Matches,8.3,362,435,83.2,6739,2175,137,158,86.7,178,199,89.4,42,61,68.9,1,0.7,0.5,+0.3,6,40,4,0,39,541,37,190,296,58,5,541,7,7,100.0,0,0.0,262,930,374,2,6,0,8,2,302,7,Matches,37,24.4,81,6,13,14,5,2.25,15,6,+9,+1.08,+0.50,10.6,11.6,-1.0,-0.12,-0.42,Matches,CURRENT
Frederic Guilbert,fr FRA,DF,Strasbourg,fr Ligue 1,25,1994,13,13,"1,114",12.4,1,4,5,1,0,0,2,1,0.5,0.5,1.7,2.2,39,51,48,0.08,0.32,0.40,0.08,0.40,0.04,0.14,0.18,0.04,0.18,Matches,12.4,37,19,23,11,3,21,34,61.8,13,14,1,13,33,70,32,0,29,2.34,15,8,0,2,3,1,5,0.40,4,0,0,1,0,0,Matches,12.4,2,0,18,13,0,67,33,19,0,0,0,83,16,18,47.1,Matches,1,15,4,26.7,1.21,0.32,0.07,0.25,26.5,4,0,0,0.5,0.04,+0.5,+0.5,Matches,12.4,444,657,67.6,8872,3707,169,203,83.3,191,253,75.5,73,155,47.1,4,1.7,2.3,+2.3,13,34,16,13,51,830,43,234,362,248,4,830,30,16,53.3,14,46.7,366,2308,1244,39,26,1,20,7,399,48,Matches,86,32.6,86,11,0,,0,1.31,15,16,-1,-0.08,+0.23,15.0,13.3,+1.7,+0.13,+0.12,Matches,CURRENT
Hugo Guillamón,es ESP,DF,Valencia,es La Liga,20,2000,25,21,"1,988",22.1,1,0,1,1,0,0,8,0,0.7,0.7,0.1,0.8,18,93,1,0.05,0.00,0.05,0.05,0.05,0.03,0.01,0.04,0.03,0.04,Matches,22.1,23,13,17,6,0,8,20,40.0,12,19,14,5,27,50,102,3,7,0.32,4,1,0,1,0,1,1,0.05,1,0,0,0,0,0,Matches,22.1,8,0,33,28,1,1,27,13,0,1,1,124,51,43,54.3,Matches,1,7,1,14.3,0.32,0.05,0.14,1.00,12.6,0,0,0,0.7,0.10,+0.3,+0.3,Matches,22.1,1035,1184,87.4,21448,7633,303,330,91.8,575,620,92.7,144,207,69.6,0,0.1,0.3,-0.1,1,75,4,0,93,1396,208,725,637,39,9,1396,2,1,50.0,1,50.0,897,4432,2506,18,8,0,15,5,907,1,Matches,80,58.1,86,16,4,43,7,1.28,30,25,+5,+0.23,+0.73,26.4,27.7,-1.3,-0.06,+0.46,Matches,CURRENT
Bruno Guimarães,br BRA,MF,Lyon,fr Ligue 1,22,1997,33,21,"1,754",19.5,3,1,4,2,1,1,6,0,2.6,1.8,2.1,3.9,40,196,56,0.15,0.05,0.21,0.10,0.15,0.13,0.11,0.24,0.09,0.20,Matches,19.5,76,34,26,41,9,30,64,46.9,34,24,4,20,14,90,13,0,66,3.38,61,1,2,1,1,0,10,0.51,8,1,0,0,1,0,Matches,19.5,6,0,33,37,0,18,14,34,1,0,0,142,9,7,56.3,Matches,3,25,12,48.0,1.28,0.62,0.08,0.17,23.7,0,1,1,2.6,0.07,+0.4,+0.2,Matches,19.5,1303,1460,89.2,22749,5552,567,611,92.8,578,627,92.2,125,160,78.1,1,2.1,2.3,-1.1,18,156,33,2,196,1668,44,268,1058,361,23,1667,32,25,78.1,7,21.9,1106,5958,2938,40,54,6,25,18,1279,56,Matches,53,51.3,73,5,12,19,2,1.97,45,18,+27,+1.39,+0.79,46.9,18.7,+28.1,+1.44,+0.81,Matches,CURRENT
Sehrou Guirassy,gn GUI,FW,Rennes,fr Ligue 1,24,1996,27,19,"1,764",19.6,10,1,11,9,1,1,3,0,9.2,8.4,2.7,11.2,17,36,151,0.51,0.05,0.56,0.46,0.51,0.47,0.14,0.61,0.43,0.57,Matches,19.6,4,1,1,3,0,1,3,33.3,2,10,1,9,5,9,17,0,54,2.76,40,0,5,2,7,0,5,0.26,2,0,2,0,1,0,Matches,19.6,3,0,38,55,6,4,5,1,1,0,0,37,69,56,55.2,Matches,10,51,24,47.1,2.60,1.22,0.18,0.38,16.2,4,1,1,9.2,0.17,+0.8,+0.6,Matches,19.6,371,492,75.4,5291,744,219,271,80.8,98,134,73.1,26,33,78.8,1,2.7,2.0,-1.7,27,24,7,0,36,710,21,39,370,306,97,709,38,24,63.2,14,36.8,408,2014,629,17,14,8,66,31,605,151,Matches,65,51.6,83,10,8,24,0,1.37,24,24,0,0.00,-0.65,23.1,21.1,+2.0,+0.10,-0.31,Matches,CURRENT
Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,30,1990,33,33,"2,970",33.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,33.0,1,0,1,0,0,1,2,50.0,1,0,0,0,2,3,7,0,3,0.09,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,33.0,0,0,0,1,0,0,2,0,0,0,0,73,3,0,100.0,Matches,0,0,0,,0.00,0.00,,,,0,0,0,0.0,,0.0,0.0,Matches,33.0,1023,1172,87.3,24225,15489,234,235,99.6,542,546,99.3,242,385,62.9,0,0.0,0.1,0.0,0,17,1,0,3,1215,909,1193,22,0,0,1215,0,0,,0,,742,3167,1540,0,0,0,1,0,678,0,Matches,90,97.1,90,33,0,,0,1.97,59,30,+29,+0.88,+1.88,61.8,28.3,+33.5,+1.02,-0.47,Matches,CURRENT
Manuel Gulde,de GER,DF,Freiburg,de Bundesliga,29,1991,27,22,"1,954",21.7,2,0,2,2,0,0,3,0,0.8,0.8,0.0,0.8,9,54,7,0.09,0.00,0.09,0.09,0.09,0.04,0.00,0.04,0.04,0.04,Matches,21.7,27,15,12,12,3,5,21,23.8,16,25,15,10,37,64,64,0,11,0.51,9,0,0,1,0,1,1,0.05,1,0,0,0,0,0,Matches,21.7,3,0,17,20,2,3,37,15,0,0,0,97,47,36,56.6,Matches,2,9,6,66.7,0.41,0.28,0.22,0.33,10.7,0,0,0,0.8,0.09,+1.2,+1.2,Matches,21.7,898,1030,87.2,17088,5226,304,333,91.3,504,543,92.8,82,133,61.7,0,0.0,0.4,0.0,0,37,0,0,54,1210,118,631,537,48,16,1210,5,3,60.0,2,40.0,670,2734,1488,9,5,1,3,2,787,7,Matches,72,63.9,85,14,5,17,7,1.48,35,31,+4,+0.18,+0.51,31.6,32.8,-1.3,-0.06,+0.40,Matches,CURRENT
Robert Gumny,pl POL,DF,Augsburg,de Bundesliga,22,1998,24,14,"1,377",15.3,1,0,1,1,0,0,4,0,0.5,0.5,0.6,1.1,24,27,62,0.07,0.00,0.07,0.07,0.07,0.03,0.04,0.07,0.03,0.07,Matches,15.3,24,15,12,9,3,15,23,65.2,8,12,2,10,18,42,31,0,19,1.24,14,2,2,0,1,0,1,0.07,1,0,0,0,0,0,Matches,15.3,4,0,21,19,1,31,18,15,0,0,0,76,18,18,50.0,Matches,1,6,3,50.0,0.39,0.20,0.17,0.33,16.5,0,0,0,0.5,0.08,+0.5,+0.5,Matches,15.3,435,590,73.7,6643,2518,232,267,86.9,170,221,76.9,20,55,36.4,0,0.6,0.7,-0.6,8,14,10,4,27,746,37,235,309,208,13,746,16,7,43.8,9,56.3,328,1727,806,24,12,3,25,17,359,62,Matches,57,45.0,81,9,10,25,10,1.04,17,30,-13,-0.85,-0.58,18.4,29.6,-11.1,-0.73,-0.25,Matches,CURRENT
İlkay Gündoğan,de GER,MF,Manchester City,eng Premier League,29,1990,28,23,"2,029",22.5,13,2,15,12,1,2,1,0,9.0,7.4,3.5,10.9,69,167,92,0.58,0.09,0.67,0.53,0.62,0.40,0.15,0.55,0.33,0.48,Matches,22.5,25,15,8,12,5,10,39,25.6,29,13,4,9,20,45,9,0,88,3.91,67,4,6,6,2,3,9,0.40,3,1,2,1,1,1,Matches,22.5,1,0,8,26,1,30,20,15,1,0,0,132,11,13,45.8,Matches,13,52,21,40.4,2.31,0.93,0.23,0.57,17.3,4,1,2,9.0,0.14,+4.0,+4.6,Matches,22.5,1583,1751,90.4,22988,4674,888,942,94.3,525,569,92.3,84,118,71.2,2,3.5,3.3,-1.5,40,133,31,1,167,1928,20,198,1076,665,79,1926,39,27,69.2,12,30.8,1183,6098,3066,69,69,10,30,13,1593,92,Matches,72,59.3,84,16,5,19,6,2.36,55,16,+39,+1.73,+0.95,43.1,16.0,+27.1,+1.20,+0.50,Matches,CURRENT
Christian Günter,de GER,"DF,MF",Freiburg,de Bundesliga,27,1993,34,34,"3,060",34.0,3,3,6,3,0,0,2,0,1.0,1.0,5.9,6.9,67,115,188,0.09,0.09,0.18,0.09,0.18,0.03,0.17,0.20,0.03,0.20,Matches,34.0,34,19,18,13,3,15,43,34.9,28,38,9,29,29,63,40,0,108,3.18,78,22,2,2,3,1,10,0.29,9,1,0,0,0,0,Matches,34.0,2,0,31,18,2,213,29,19,0,0,0,131,14,16,46.7,Matches,3,26,7,26.9,0.76,0.21,0.12,0.43,23.4,1,0,0,1.0,0.04,+2.0,+2.0,Matches,34.0,1187,1645,72.2,20960,8419,561,648,86.6,457,597,76.5,141,294,48.0,3,5.9,6.4,-2.9,68,89,50,37,115,1905,54,433,807,676,52,1905,35,16,45.7,19,54.3,893,4087,2245,67,51,16,37,14,1116,188,Matches,90,100.0,90,34,0,,0,1.32,52,52,0,0.00,,45.5,52.4,-6.9,-0.20,,Matches,CURRENT
